title,slug,starts_at,body,buytix_url_old,price_freeform,set_times,info
TheRuinCity EP Release,theruincity,10/26/12 22:00,"<p><strong>VIVACIOUS</strong><br />Jon Cresswell, the face of Vivacious,  is a young and energetic singer/songwriter with a passion to create  music that not only is pleasing to the ear but has a deeper meaning than  your average tune. ""My music comes from my heart, every song is a story  in my life, an experience I would never take back because it made me  who I am today. I hope people can hear my music and relate to the lyrics  in a positive way."" -Jon<br />Vivacious is more than just music for him, it's his passion.<br /><a href=""http://www.facebook.com/Vivaciousmusic"" target=""_blank"">Facebook</a></p>
<p><strong>THE ATLANTIC LIGHT</strong><br />The Atlantic Light was created in  December of 2011 with a line up consisting of former members of  Maryland band, ""The Dukes."" Sonam Tandin Wong, along with life-long  friend and fellow Dukie, JJ Foley, then recruited Johnny Chay to become a  part of the group. The band lineup was set, and after a few days in the  studio, The Atlantic Light was born. The band released their  self-titled EP on Jan 11th, 2012 and looks to take the upcoming year  head on. <br /><span style=""color: #888888;""><a href=""http://www.facebook.com/TheAtlanticLight"" target=""_blank"">Official site</a> | <a href=""https://twitter.com/TAL_MD"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/TheAtlanticLight"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fthe-atlantic-light%252Fid494655477%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/theatlanticlight/"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2140,$10 advance/$13 day of,"4:30 - The new Lobby Bar opens
5:30 - Doors
6:30 - TheRuinCity","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 4:30 
<br/>• General admission standing
<br/>• First come, first seated"
Margot & the Nuclear So and Soâ€™s,margot-and-the-nuclear-so-and-sos,10/26/12 1:30,"<p>&nbsp;</p>
<p>The Gentleman Caller<br /><a href=""http://thegentlemancaller.bandcamp.com/"" target=""_blank"">official site</a></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2157,$15 ,"8:30 - The new Lobby Bar opens
9:30 - Doors
9:30 - Margot & the nuclear so and soâ€™s
","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 8:30
<br/>• General admission standing
<br/>• First come, first seated
"
Joseph Vincent,joseph-vincent,10/25/12 23:00,,http://jamminjava.3dcartstores.com/product.asp?itemid=2155,$12 ,"5pm - The new Lobby Bar opens
6pm - Doors
7pm - Joseph Vincent","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5pm
<br/>• General admission seated
<br/>• First come, first seated
"
In The Lobby Bar: Comedy Showcase (after the Vienna Halloween Parade),in-the-lobby-bar-comedy-showcase-1024,10/25/12 1:30,,,FREE!,"9:00 - The new Lobby Bar opens
9:30 - In The Lobby Bar: Comedy Showcase","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 9:00
<br/>• First come, first seated "
Michael McDermott + Whitehorse,michael-mcdermott-whitehorse,10/23/12 23:30,"<p><br /><strong>JAMIE KENT</strong><br />A fresh, young 25-year-old singer-songwriter with big dreams and an ever-expanding fanbase, artist Jamie Kent's future as a performer looks quite promising. Drawing on influences from modern artists like Jack Johnson and Jamie Cullum, as well as paying tribute to classic greats Johnny Cash and Frank Sinatra, Kent's perfectly mellifluous tunes are roll-the-windows-down, soak-up-some-sun kind of good. Since the release of his debut album ""Neoteny,"" the singer-songwriter is currently collaborating with his trio, Jamie Kent &amp; The Options, to cultivate a sound with a strong folk and jazz influence. In the past year they have toured extensively across the US, playing over 200 shows throughout 40 states. Additionally, they have received national radio play on over 120 stations, and recently signed licensing agreements with MTV, VH1, Bravo, and The Discovery Network! Reviews of Kent's music have stated that he ""possesses a great voice and a fearlessness to be admired as he drifts through glimpses of blues, jazz, and rock notes that suggest Steely Dan influences without being derivative."" He has been called a troubadour, entrepreneur, and vocal sensation. ""With an authentic voice that often evokes the moaning grooveness of Chicago's Bobby Lamm, he's got tremendous range, a unique playfullness, and a certain fearlessness. This one has true promise.""<br /><a href=""http://jamiekent.com/"" target=""_blank"">Official Site</a> | <a href=""https://twitter.com/jamieskent"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/jamiekentmusic"" target=""_blank"">Facebook</a> | <a href=""http://itunes.apple.com/us/artist/jamie-kent/id364482163?uo=4&amp;partnerId=30"" target=""_blank"">iTunes</a> | <a href=""http://www.youtube.com/user/jkentmusic"" target=""_blank"">YouTube</a></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2116,$10 advance/$13 day of,"5:30  - The new Lobby Bar opens
6:30 - Doors
7:30 - Michael McDermott + Whitehorse","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30
<br/>• General admission seated
<br/>• First come, first seated 
"
JJAMZ,jjamz,10/23/12 0:00,"<p>&nbsp;</p>
<p><strong>PRESTO BANDO</strong><br /><span style=""color: #888888;""><a href=""http://www.prestobando.com/"" target=""_blank"">Official site</a> | <a href=""https://twitter.com/PrestoBando"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/PrestoBando"" target=""_blank"">Facebook</a> | <a href=""http://www.youtube.com/user/PrestoBando/videos"" target=""_blank"">Youtube</a></span></p>
<p><br /><strong>CLUB SCOUT</strong><br />Club Scout expertly draws from the best of both power pop and indie rock, combining a strong melodic sense with an unbridled energy. This smashing brand of rock 'n' roll has earned the band rave reviews -- from friends and fans alike. Described by Washington Post Express as ""super-charged power-pop"" with ""the most infectious of driving melodics,"" Club Scout proudly plays a distinct brand of excited rock music. Formed in 2007 in Washington, DC, Club Scout features Ben Eiserike (vocals/guitar), Javier Diaz (guitar), Jeremy Charpentier (bass) and Joe Ostrosky (drums/vocals). Guitarists Ben Eiserike and Javier Diaz became fast friends while working as college interns at a mom-and-pop record label in nearby Silver Spring, Maryland. A shared interest in music and fun brought the two together. With the addition of longtime friend Joe Ostrosky on drums and new friend Jeremy Charpentier on bass, Club Scout was complete. The group's expanding songbook spans from playful to serious, combining thoughtful lyrics with raucous guitars, melodic undertones, and pounding rhythms. Undoubtedly, Club Scout thrives in front of a live audience, bringing rock 'n' roll dynamism to the masses.<br /><span style=""color: #888888;""><a href=""http://www.clubscoutmusic.com/"" target=""_blank"">Official site</a> | <a href=""http://www.facebook.com/clubscout"" target=""_blank"">Facebook</a> </span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2169,$10 advance/$13 day of,"6pm  - The new Lobby Bar opens
7pm - Doors
8pm - JJAMZ","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission standing
<br/>• First come, first seated
"
Rosi Golan + Carina Round,rosi-golan,10/21/12 23:30,,http://jamminjava.3dcartstores.com/product.asp?itemid=2145,$15 ,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - Rosi Golan","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30
<br/>• General admission seated
<br/>• First come, first seated
"
Norman Rockwell CD Release & After-Party,norman-rockwell-,10/21/12 0:00,"<p><strong>THE FAMILY PLOTS</strong><br />The Family Plots is a collection of musicians and writers obsessed with three part harmonies and graveyard melodies. The Family Plots is a collection of musicians and writers obsessed with three part harmonies and graveyard melodies. <br /><a href=""http://www.facebook.com/thefamilyplots"" target=""_blank"">Facebook</a></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2123,$15 ,"6pm - The new Lobby Bar Opens
7pm - Doors
8pm - Norman Rockwell","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5pm
<br/>• General admission standing
<br/>• First come, first seated 
"
@JamnJavaDoorGal's LOCAL SCENE: Half Brother,jamnjavadoorgals-local-scene-Oct20,10/20/12 16:30,,http://jamminjava.3dcartstores.com/product.asp?itemid=2153,$10 advance/$13 day of,"12:00 - Doors
12:30 - @JamnJavaDoorGal's LOCAL SCENE","• Full lunch and drink menu available
<br/>• All ages
<br/>• General admission standing
<br/>• First come, first seated
"
Honor By August: Vote From The Vault and Video Premiere,honor-by-august,10/20/12 1:30,"<p><strong>SUB-RADIO STANDARD</strong><br />Sub-Radio Standard originated with Matt  and John messing around with covers and attempting original songs in  Matt's basement in 2005. By the end of 2008 however, with the addition  of drummer, Michael, the band began to concentrate on producing original  lyrics and melodies. After auditioning several singers without luck,  the band finally found Adam. The new dynamics of the group helped to  jumpstart the band's productivity and Sub-Radio Standard was officially  born. Later, Mark Barry Siford joined on bass and Mike Chinen joined on  guitar to smooth up the rhythm section. The band quickly began writing  original songs as well as learning covers. They have successfully  recorded a thirteen song album and have many more songs in the making.  Sub-Radio Standard loves to perform at any venue and are eager to share  their music with even larger audiences. In 2010 they opened for  nationally touring act Ian Axel. Early in 2012 they played the DC Rock  N' Roll Marathon, which was headlined by Switchfoot.<br /><a href=""https://twitter.com/#%21/subradiostandrd"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/pages/Sub-Radio-Standard/101931085265"" target=""_blank"">Facebook</a></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2149,$12 advance/$15 day of,"9:00 - The new Lobby Bar opens
9:30 - Doors
9:30 - Honor By August","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 9pm
<br/>• General admission standing
<br/>• First come, first seated
"
Caroline Herring CD Release,caroline-herring-cd-release,10/19/12 23:30,,http://jamminjava.3dcartstores.com/product.asp?itemid=2011,$15 ,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - Show","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30pm
<br/>• General admission seated
<br/>• First come, first seated
"
Antje Duvekot + Phil Roy,antje-duvekot-phil-roy,10/19/12 0:00,,http://jamminjava.3dcartstores.com/product.asp?itemid=2048,$14 ,"6pm - The new Lobby Bar opens
7pm - Doors
8pm - Show
After The Show - Lobby Bar stays open!
","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission seated
<br/>• First come, first seated
"
An Evening with John Jorgenson Trio,an-evening-with-john-jorgenson-trio,10/17/12 23:30,,http://jamminjava.3dcartstores.com/product.asp?itemid=2104,$20 ,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - John Jorgenson Trio","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30
<br/>• General admission seated
<br/>• First come, first seated
"
Jim White,jim-white,10/17/12 0:00,"<p><br /><strong>LURAY</strong><br />Luray is banjo-inspired indie rock fused with classic country and folk, created and performed by Shannon Carey.  With production help from brother Sean Carey (of S. Carey and Bon Iver), Luray's soon-to-debut album creates strange and lovely bedfellows of different genres. Banjos, vibes, pedal steel, and ambient vocals make up this bluegrass-trained songwriter's new and vibrant approach to making music, and the end result is somewhere between Iron &amp; Wine and Emmylou Harris.  <br /><a href=""http://luraymusic.com/"" target=""_blank"">Official site</a> | <a href=""http://twitter.com/#!/luray_who"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/Luraymusic"" target=""_blank"">Facebook</a></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2132,$12 ,"6pm - The new Lobby Bar opens
7pm - Doors
8pm - Jim White","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission seated
<br/>• First come, first seated
"
Stroke Comeback Center Benefit w/The Blues Drivers + Marc Black,stroke-comeback-center-benefit-w-the-blue-drivers-marc-black,10/15/12 22:30,,http://jamminjava.3dcartstores.com/product.asp?itemid=2190,$25 ,"4:30 - The new Lobby Bar opens
5:30 - Doors
6:30 - Stroke Comeback Center Benefit ","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 4:30
<br/>• General admission seated
<br/>• First come, first seated
"
Jon McLaughlin,jon-mclaughlin,10/14/12 23:30,"<p>&nbsp;</p>
<p><strong>XENIA</strong><br />Music has always been a part of Xenia's life. As a result, the 16-year-old Southern California native delivers honest and soulful pop songs with palpable vitality. That energy landed her in the Top 8 on NBC's hit television show, The Voice, as the youngest finalist. It's apparent in her recent duet with Jon McLaughlin, ""Maybe It's Over"". She found out about The Voice auditions in Los Angeles on Twitter, merely two weeks after starting an account. Her parents brought her to the audition, and she nailed it. The NBC show became a massive hit, garnering incredible ratings and soon adding a second season. For Xenia, it was a monumental event. She cultivated a fervent fan base and grew immensely in the process as a result of being on the show.<br /><a href=""https://twitter.com/x3nia17"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/OfficialXeniaMusic"" target=""_blank"">Facebook</a></p>
<p><strong>MICAH DALTON</strong><br />He may sound like an earthier, cleverer Ben Harper, but musically Dalton suggests mid-'80s Prince in the way he defiantly straddles so many styles, requiring an enormous musical arsenal to get his point across. These juxtapositions of sounds and style rarely feel forced or even deliberate, courtesy of Dalton's soulful vocals and incisive songwriting.""- PASTE MAGAZINE<br /><span style=""color: #888888;""><a href=""http://www.micahdalton.com/"" target=""_blank"">Official site</a> | <a href=""http://www.micahdalton.com/www.twitter.com/mcdalton"" target=""_blank"">Twitter</a> | <a href=""https://www.facebook.com/MicahDalton"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fmicah-dalton%252Fid59576286%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/user/micahdalton"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2147,$15 advance/$18 day of,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - Jon McLaughlin","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30
<br/>• General admission seated
<br/>• First come, first seated
"
Gungor (at Rams Head Live),gungor-at-rams-head-live,10/14/12 1:00,,http://tickets.ramsheadlive.com/eventperformances.asp?evt=578,$18 Advance/ $25 Day of / $30 VIP ,,"This show will take place at
RAMS HEAD LIVE in Baltimore
Presented by
Rams Head Promotions and I.M.P.
"
Jackopierce (at The Hamilton),jackopierce-at-the-hamilton,10/14/12 0:30,,https://www.eventfarm.com/tokens/event/4fe1d974-c730-485a-a870-0a5d0ab551d8/transactionId:4xtS8jfqs5idpMouHjCoCRhIBBXSx4vCuk1KQm4DZd,$27.50 ,,"This show will take place at
The Hamilton in Washington, DC "
Red Wanting Blue,red-wanting-blue,10/13/12 23:30,"<p><strong>ALEX CUBA</strong><br />Singer-songwriter Alex*Cuba hails from Artemisa, Cuba. His trademark sugarcane-sweet melodies, pop-soul hooks and rock chords subtly subvert commonly held notions of what Cuban music is. Alex is on the vanguard, crafting a cross-cultural sound that mirrors his geographical journey. Alex is defining his own ""Latin Soul"" genre. He has won two JUNO Awards (2006 and 2008) and a SOCAN Award (2009) in Canada, a Latin Grammy Award (2010) for Best New Artist, a BMI Latin Award and was nominated for a 2011 Grammy Award in the Best Latin Pop Album category. In the digital space, Alex*Cuba has had four iTunes Singles of the Week (Canada, U.S., Japan, Netherlands), has charted on various iTunes charts in Canada, the U.S. and Japan and has independently built an impressive, loyal online community around the world. Alex recently collaborated with Nelly Furtado for her Spanish language debut album ""Mi Plan"" (My Plan) which was released September 2009 around the world (Universal). The creative chemistry between Alex, Nelly and James Bryan was magical and resulted in nine co-writes including the #1 single ""Manos Al Aire"" (Hands in the Air) and the title track where he appears as an invited guest on vocals. A prolific songwriter, Alex is continues working on new collaborations with writers and artists on various projects. In November 2010, Alex was honored with the award for Best New Artist at the 2010 Latin Grammy Awards which took place in Las Vegas. The album ""Alex Cuba"" was also nominated for Best Male Pop Vocal Album. Earlier this year, ""Alex Cuba"" was nominated for Best Latin Pop Album at the 53rd Annual Grammy Awards and Alex took home a 2011 BMI Latin Award for his songwriting on Nelly Furtado's #1 Spanish hit ""Manos Al Aire"". Critical to Alex' success has been constant touring with a live show that has been described as explosive. Revealing his bass player past, Alex picks, plucks, strums and rocks his Gibson ES355, equipped with the heaviest guage steel strings available, without a pick. <br /><span style=""color: #888888;""><a href=""http://www.alexcuba.com/"" target=""_blank"">Official site</a> | <a href=""http://www.twitter.com/alexcuba"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/pages/Alex-Cuba/35336990520"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Falex-cuba-band%252Fid82651863%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/user/123alexcuba"" target=""_blank"">Youtube</a></span></p>
<p><strong>TED HOVIS &amp; THE STOLEN CAMAROS</strong><br />Soaring and unrepentant arena rock, deep and dark bass grooves, punctuated with a hint of the blues.   Drawing comparisons to top tier rock acts such as U2, Kings of Leon, Alice In Chains, and Led Zeppelin, the Stolen Camaros are quickly making a name for themselves in the DC area music scene and wowing audiences the area's top venues. ""Bombastic yet melodic, 'Let it Shine' is the kind of muscular meat and potatoes rock song that would sound great out on the open road with the car windows rolled down."" - OnTap Magazine<br /><span style=""color: #888888;""><a href=""http://www.tedhovis.com/"" target=""_blank"">Official site</a> | <a href=""http://www.facebook.com/ted.hovis.music"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fted-hovis%252Fid4903081%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> <br /></span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2110,$12 advance/$15 day of,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - Red Wanting Blue","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30pm
<br/>• General admission standing
<br/>• First come, first seated
"
In The Lobby Bar: FunkMnkyz,in-the-lobby-bar-funkmnkyz,10/13/12 2:00,,,FREE!,"9pm - The Lobby Bar opens
10pm - Funkmnkyz","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 9pm
<br/>• First come, first seated "
Graham Colton CD Release (w/Live Recording),graham-colton1,10/12/12 23:30,"<p>&nbsp;</p>
<p><strong>MIKEY WAX </strong><br />KSI.com, who listed Mikey as 1 of 5 artists ready to make it big, says ""Mikey Wax is one of the most promising rock/pop singer-songwriters out right now. He has some very genuine and organic music that is a fresh take on a tired pop music genre.""</p>
<p>It all started back on Long Island, where Wax embraced the music of Billy Joel, James Taylor, Dave Matthews Band and other substantive artists from an early age. Taking his time to develop his craft and piano chops, Mikey self-released his debut album ""Change Again"" just 3 years ago. Quoted by bullz-eye magazine as ""uplifting pop/rock and darker, slower-tempo fare"", the album received instant recognition ranking on the iTunes top 100 pop chart in the US, UK, Canada and Australia. Since then, Wax has completed several cross-country tours supporting artists such as Howie Day, Serena Ryder and Landon Pigg. He has also opened for acts such as Andy Grammer, James Durbin, Ryan Cabrera, Tyler Hilton, and Tony Lucca among others. The album features the single ""In Case I Go Again"", which has been placed on popular television shows, including CBS's Ghost Whisperer &amp; MTV's The Real World. In July 2010, the music video for ""In Case I Go Again"" was featured on the YouTube homepage receiving a half-million views. Most recently, the instrumental from this song was featured on NBC during the 2012 Summer Olympics. In the press, the single has been referred to as ""a cool blend of John Mayer meets Coldplay, but clearly still original and catchy!""In April of 2010, Wax released ""The Traveler"" EP for free download on his website mikeywax.com. Integrating social networking to download the EP, ""The Traveler"" received over 10,000 downloads and contributed to Mikey now hosting over 100,000 fans combined via Facebook, Twitter, MySpace and YouTube. In the summer of 2010, Wax completed a headlining house concert tour of 40 homes across the country. This intimate tour left Mikey with hundreds of new fans who connected to his music in a unique and memorable way. ""I knew I was onto something after finishing my very first house show in Boston"", says Wax. ""There's such a special connection made when you play for fans in their own living room. It's up-close and personal."" The success of the 2010 summer tour created even more demand, and resulted in Mikey performing his second annual summer house tour at over 65 homes. While on stage, fans are intrigued by Wax's ability to play both the guitar and piano simultaneously on original songs like ""Last Great Song"" and ""Back and Forth"". Prior to the 2011 summer house tour, Mikey went back to the studio to record his second full-length album with producer Warren Huart (The Fray, Kris Allen, James Blunt). The record, titled ""Constant Motion"", is a dynamic mix that resonates as both a throwback and a fresh, modern sound. The album self-released on September 20th, 2011, and through word-of-mouth, ranked at #6 on the iTunes singer/songwriter chart, and #47 Billboard Heatseekers. The album was supported by a 15-date tour opening for American Idol finalist Elliott Yamin, and features the single ""Counting On You"", which began receiving radio airplay on major adult top-40 stations across the country in December, 2011. ""Counting On You"" continued to build momentum, and on April 9th, 2012, Mikey debuted as only the unsigned artist on the Mediabase adult top-40 (Hot AC) chart. Soon after, Wax was selected by New Music Seminar as an ""artist on the verge"", and supported an east-coast tour with Jon McLaughlin. He was also highlighted by iHeartRadio as an ""Artist To Watch"". On July 25th, ""Counting On You"" was featured on the FOX hit reality television series So You Think You Can Dance. That same night, his song ""You Tell Me When"" was featured on MTV's The Real World. With a distinctive voice, exciting soul-infused pop/rock sound, and passionate live performances, Mikey Wax appears to be on the verge of breakthrough success.<br /><span style=""color: #888888;""><a href=""/mikeywax.com"" target=""_blank"">Official site</a> | <a href=""http://www.twitter.com/mikeywax"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/mikeywax"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fmikey-wax%252Fid295368889%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/mikeywaxmusic"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2109,$15 ,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - Graham Colton","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30pm
<br/>• General admission seated
<br/>• First come, first seated
"
The Early November,the-early-november,10/11/12 23:30,"<p>&nbsp;</p>
<p><strong>CARTEL</strong><br />Twenty seconds into ""Let's Go,"" the opening track on CARTEL's third full length CYCLES, singer Will Pugh declares, ""I've got so much left to do but I'll start with this song."" For the Atlanta, GA pop-rock quintet to be prioritizing, to have their collective gaze so firmly focused on the horizon, the future and all its possibilities is both incendiary and inspiring. Incendiary and inspiring as this, after all, is a band that has toured the world over, from Tokyo to Toronto, from Brisbane to Bristol, had a smash single in ""Honestly,"" has had over 36 million MySpace plays as well their own MTV mini-series chronicling the recording of their second album and has amassed coverage in Rolling Stone, Alternative Press, USA Today, and the New York Times. CYCLES could have easily been the staid soundtrack to a victory lap, but rather than rest on their laurels and bask in the comforts of history they chose instead to go forth, to grow, to cohere into a singular unit (fused together through dedication, perspiration and elbow grease) and, over the course of the eleven tracks that make up CYCLES, to create a sterling collection of hook-laden modern rock, succinct and self-assured.<br /><span style=""color: #888888;""><a href=""http://cartelrocks.com/"" target=""_blank"">Official Site</a> | <a href=""http://www.twitter.com/cartel"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/cartel"" target=""_blank"">Facebook</a> | <a href=""http://itunes.apple.com/us/artist/cartel/id19107135?uo=4&amp;partnerId=30"" target=""_blank"">iTunes</a> | <a href=""http://www.youtube.com/user/cartelVEVO/videos"" target=""_blank"">YouTube </a></span></p>
<p><strong>SEAHAVEN</strong><br /><span style=""color: #888888;""><a href=""http://www.welcometoseahaven.com/"" target=""_blank"">Official site</a> | <a href=""https://twitter.com/seahaventweets"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/welcometoseahaven"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fseahaven%252Fid478874607%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/watch?v=09VitRBqsQ8"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2122,$18 advance/$20 day of ,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - The Early November","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30
<br/>• General admission standing
<br/>• First come, first seated 
"
Bell X1,bell-x1,10/11/12 0:00,"<p>&nbsp;</p>
<p><strong>DUKE SPECIAL</strong><br />Duke Special is an artist aptly named. Dynamic, musically ambitious &amp; bracingly eccentric, with his inimitable style and lush musicality. Hailing from Belfast with a sound that is self-confessed ""hobo-chic"", Duke Special - AKA the endlessly inventive Peter Wilson - is once heard, never forgotten. Blissfully at home in his own alluring genre of beautifully bruised romanticism, Duke Special inhabits a world unlike any other - a world filled with vaudeville-esque sensibility, sing-a-longs and addictive melodies. Those who know him for the platinum album ""Songs from the deep forest"", including the hit song ""Freewheel"" and other radio mainstays like ""Sweet sweet kisses"" and ""Last night I nearly died"" may be surprised by the breadth of his work. Duke Special's immense creative talents have seen him involved in projects as diverse as writing the theme tune for Sesame Tree (the Northern Ireland edition of Sesame Street where he also got to sing with The Muppets) to writing the music for and appearing in Deborah Warner's critically acclaimed 2009 production of Bertolt Brecht's Mother Courage and Her Children at London's National Theatre. In 2011, he presented a TV documentary for RTE in Ireland on the life and times of 50s megastar Ruby Murray. This was broadcast in January, and accompanied by 2 orchestral concerts in Dublin and Cork, showcasing Duke's interpretations of Ruby's songs. He also released a charity single of recordings of 3 of Duke's favourite Ruby songs, donating all the profits to the Irish charity Depaul Ireland (www.depaulireland.org). <br /><span style=""color: #888888;""><a href=""http://www.dukespecial.com/"" target=""_blank"">Official Site</a> | <a href=""http://twitter.com/dukespecial"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/pages/Duke-Special/13555697973"" target=""_blank"">Facebook</a> | <a href=""http://itunes.apple.com/us/artist/duke-special/id82412390?uo=4&amp;partnerId=30"" target=""_blank"">iTunes</a> | <a href=""http://www.youtube.com/dukespecialofficial"" target=""_blank"">YouTube </a></span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2099,$20 ,"6pm - The new Lobby Bar opens
7pm - Doors
8pm - Bell X1","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission seated
<br/>• First come, first seated
"
